"","M82.Inf","M82.Leaf","M82.root","M82.sdling","M82.stem","M82.veg","LA716.Inf","LA716.Leaf","LA716.root","LA716.sdling","LA716.stem","LA716.veg"
"Solyc03g007270.2.1",84,87,148,212.5,231,118.5,82.4999999999998,76,136.5,135.000000000003,216,88.5
"Solyc09g010970.2.1",51.5,69,45.0000000000110,53.5000000017225,97,64.5,52.5,166.000000000000,132.5,66.0000000075839,133.000000000000,120
"Solyc04g074800.2.1",89,39.0000000000005,38.0000000004315,58.5,40.5000000000298,57,49.9999999999998,56.50,44.5,24.5000000002035,33.5000000016923,63
"Solyc08g022030.2.1",91.0000000000002,156,90.9999999999999,205.000000000000,58.5000000000003,237.00000000004,50.9999999999997,212.500000000000,52.4999999999999,126.000000000000,34.4999999999999,274.5
"Solyc03g117020.2.1",113.50,176,192.500000000000,110.000000000000,216.500000000000,119.500000000000,116.500000000001,118.5,268,111.5,195.5,108.5
"Solyc03g112100.2.1",1.12535182766348e-08,1.5,179,9.99999999999994,6.49999999999996,2.00000000000000,1.12535167023555e-08,8.50000000000006,142.5,5.49999999999993,1,3.99999999999999
"Solyc12g096000.1.1",767.000000000004,882.000000000344,1176.5,1255.5,1306.50000000006,751.5,968.499999999994,636.5,1039.50000000000,1012.5,1513,541.5
"Solyc03g044150.2.1",751.499999999997,775.500000000004,436.499999999999,1059.50000000000,866.000000293928,812.499999999997,841.499999999995,378,337.499999999999,804.999999999998,1066.00000000000,664.499999999998
"Solyc10g082030.1.1",462.000000000001,1254.50000000795,159.500000000000,1206.00000000000,197.5,2377.00000000000,640.000000000003,2841.50000268013,134.000000000000,1646.50000000000,224,3940.5
"Solyc06g072120.2.1",1478.00000000000,926.500000000006,1559,1416.00000000000,1171.00000000305,1425.5,2261.50000000001,599.500000000001,2698.5,1516.00000000000,1858.50000000000,1282
"Solyc10g085450.1.1",34.5,82,89,37,77.5,43.5,67.9999999999999,91.9999999999999,76,62,119.000000000029,40.0000000000003
"Solyc08g006850.2.1",1.5,5.6027964375755e-10,7.5,1,5.60279643753852e-10,5.60279643754013e-10,5.60279643757715e-10,5.60279643842644e-10,0.499999999999999,5.60279643754433e-10,5.60279643754007e-10,5.60279643753708e-10
"Solyc00g227860.1.1",74,156.5,12.0000000000001,12.5,68,72.5,3.49999999999999,57.5000000000001,2.99999999999999,7.50000006894904,9.00000000000582,19
"Solyc07g054680.2.1",12.5,6,8.5,14,9,9.5,9.5,10,6,11,10,14
"Solyc06g007840.2.1",3.5,3,2.5,6.5,2,3.5,5,3.5,0.500000000004683,2.5,2,2.5
"Solyc07g005920.1.1",5.60279498573733e-10,5.60279643742496e-10,31.0000000000003,5.60279645577132e-10,5.60279643751829e-10,5.60279643752152e-10,5.60279674202945e-10,5.60279643759853e-10,60.5000000000006,1.50000000000000,5.60279643755707e-10,5.60279643756453e-10
"Solyc11g010890.1.1",52.5,46,55.5,20,64.5,40.5,38.0000000000028,23.5,39,64.50000000001,66.4999999999999,30
"Solyc02g070400.2.1",128,94,114,84.000000000063,109.000000000000,81.4999999999999,108.500000000000,68.5,113,101.500000000000,126,81.9999999999999
"Solyc02g078180.2.1",43.5,47.0000000000002,24,39,69,40,34.0000000000000,60.5,28.0000000000017,34.5000000000058,66.5000000000002,47
"Solyc02g069010.2.1",73.4999999999998,162.000000000000,27.4999999999999,59.4999999999999,48.4999999999999,141.500000000000,95.9999999999994,143.500000000011,27.4999999999999,107.000000000000,46.4999999999999,175.000000000000
"Solyc10g039370.1.1",1.50000000000000,4.13993769331332e-09,1,4.13993799277003e-09,4.13993770024199e-09,1.00000000000000,0.499999999999995,1.49999999999999,1,4.49999999999999,1.00000000000001,1.5
"Solyc02g077630.2.1",351.500,120.5,228.000000000009,189.000000000000,432.5,225.500000000000,400.500000000001,100.5,250.500000000001,262.000000000000,465.5,212
"Solyc07g048060.1.1",1,3.5,3.5,1,2.5,1.5,1.52299797447628e-09,1.52299797460585e-09,1.52299797448179e-09,1.52299797448016e-09,1.52299797447361e-09,0.500000000000003
"Solyc07g040920.2.1",27.5000000000001,25,26.5000000000001,31,23.0000000000003,25,28.5,33,17.5,18.0000000000007,25.5,22.5000000000161
"Solyc01g109780.2.1",82.4999999999999,75.0000000000561,89.000000000375,171.500000000000,51.5000000000002,173.500000000010,36.4999999999999,146,42,84.9999999999999,35.0,120.500000000000
"Solyc06g060780.2.1",50.4999999999999,30.5,29,35.5000000000163,33.0000000000051,43,50.9999999999998,37.5000000000071,25.5000000000000,24.5000000045664,28.5000000000000,50.9999999999999
"Solyc12g006550.1.1",191.500000000000,103.000000000000,189.499999999999,171.499999999999,123.500000000000,114.500000000000,136.999999999999,89.4999999999998,139.500000000000,90.4999999999997,133.500000000000,109.000000000000
"Solyc09g082510.2.1",2027,320.000000003182,364,601.5,532,1287,961.999999999995,410.500000000077,314.5,561,471,938.5
"Solyc08g006270.1.1",8.5,0.500000000004685,2.5,3.00000000596612,1.00000000016103,2.5,3.00000000000001,4,2.99999999999999,5,1.00000000016102,6.5
"Solyc06g049080.2.1",178.500000000000,238.500000000000,188.000000000018,254.000000000001,160.000000000000,268.000000000000,139.500000000001,138.500000000000,252.500000000001,95.0000000000002,105.000000000000,147.500000000000
"Solyc08g005140.2.1",25,26.5000000000001,17.5,21,13,20.5000000000000,35.9999999999999,36,53.5,37.5,34.5,34.5
"Solyc02g078730.2.1",4.5,2,0.499999999999999,1,3.5,6,0.999999999999997,4,4.13993771880784e-09,2.5,4.13993771878841e-09,9
"Solyc01g105510.2.1",28.5,5.5,14.5,7,36.5,11.5,8.5,1.00000000016103,6.5,4.5,12,4.5
"Solyc12g005370.1.1",0.999999999999997,1.12535174719828e-08,73,2.00000000000000,1.12535174719116e-08,1.12535174719131e-08,0.999999999999989,1.12535174720304e-08,125.5,3.99999999999999,1.12535174719356e-08,1.12535174719381e-08
"Solyc11g007670.1.1",13.0000000000895,25,17.0000000000299,26.5000000003141,14.0000000000000,25.0000000000000,19.9999999999999,45.9999999999999,31.5000000000000,25.0000000000000,19.5000000000009,29.5000000000000
"Solyc02g069090.2.1",310.500000000001,351.000000000001,410.500000000001,450.500000000001,357.500000000001,239.500000000000,177.500000000002,376.500000000006,365.500000000001,267.000000000001,309.000000000001,187.500000000001
"Solyc06g070980.2.1",652.000000000563,1435.5,1116.5,1872.50000000000,1713.00000000000,713.499999999999,449.499999999998,1121.50000000001,851.000000000002,977.499999999998,1105.50000000000,523.5
"Solyc03g114910.2.1",3.5,0.5,1.5,1,1.5,3.5,0.500000000000001,0.5,2.00000000000000,1.12535174719200e-08,1,0.500000000000001
"Solyc03g007070.2.1",55.5,57,69,62.5,44.5,81,76.9999999999999,68,47,69.5,71.0,73
"Solyc08g062410.1.1",0.499999999999999,4.13993768422461e-09,4.13993747230453e-09,2,0.499999999999999,1.5,2.50000000000000,0.499999999999994,15.5000000000000,2,1.49999999999999,3
"Solyc11g005060.1.1",21.5000000000001,25.0000000000000,27.0000000000004,29.5000000000001,23.5000000000001,27.5000000000001,14.5000000000001,31.5000000000001,32.5000000000001,26.5000000000000,11.5000000000000,34.5000000000001
"Solyc09g011660.2.1",17.5000000000705,33.5000000367492,52.0000000003916,26.0000000000005,71.4999999999998,10.5000000000000,29.9999999999997,192.500000000000,106.000000000000,41.5000000000014,83.9999999999998,101.500000000000
"Solyc04g079160.2.1",36.5,28.5,32,25,45,22.5,21,28.5000000000004,27,21.5,43.5,29.0000000000000
"Solyc03g046570.2.1",30.5,46.5000000000037,36.0000000000065,48.5,34.5,36.5,42,39.5,44.5,48.5000000036703,45.5,27
"Solyc04g078000.2.1",64.5000000000001,40.5000000000000,73.0000000000002,69.5000000000001,79.5,91.5000000000001,110.500000000000,56.0000000000001,65.0000000000002,106.500000000000,110.000000000000,81.5000000000001
"Solyc07g009290.2.1",7.58256011485944e-11,7.58256043040523e-11,14.4999999999999,7.58256016553994e-11,7.58256042792432e-11,7.58256042792809e-11,7.58256050069702e-11,7.58256043165608e-11,10.5000000000000,1.99999999999998,7.58256042788245e-11,7.58256042787898e-11
"Solyc09g075350.2.1",73,13.5,86.5000000000022,20.5000000000065,53.5000000000004,49.5000000000133,84.9999999999998,27.0000000001072,110,45,27.0000000000000,101
"Solyc01g090200.2.1",174,191.000000001063,129.500000000000,271.5,90.5000000000001,409.5,213.500000000000,274.500000000002,78.5,279.000000000000,114.000000000000,405
"Solyc01g111580.2.1",42.0000000000001,45.5,33.5,92.5000000000001,46.5000000000001,67.0000000000001,38.5000000000002,34.0000000000000,25.5000000000000,54.0000000000001,39.0000000000001,56.0000000000001
"Solyc12g011160.1.1",76,48.0000000000012,102,52,130.000000011155,61.4999999999999,110,88.5000000000032,175.000000000000,92,88.4999999999999,141.5
"Solyc06g074040.1.1",4.5,10.5000000000000,5.50000000000002,3.50000000000001,24.5000000000000,9.00000000000001,9.50000000000003,9.0000000000028,3.00000000000000,17.0000000000000,17.0000000000000,12.5000000000000
"Solyc11g011220.1.1",146.5,70.5,291,124.5,182,96.5,168.000000000000,60,474,163.000000000004,161.5,121.5
"Solyc12g044860.1.1",130.000000000000,87.4999999999998,124.500000000000,144.500000000000,84.4999999999999,141.5,120.000000000000,82.4999999999999,105.5,111.000000000000,110.500000000000,111.000000000000
"Solyc11g068410.1.1",1.00000000000000,0.5,1,2,0.5,1.5,0.5,4.13993771878488e-09,1,4.13993771878201e-09,4.13993771878118e-09,3
"Solyc05g056170.2.1",153,133.5,1592.5,462.999999999999,1412.50000009273,644.500000000003,177.999999999999,96.4999999999997,1098.0,451.500000000091,270,385.999999999999
"Solyc09g011120.1.1",5.60279642674956e-10,5.60279643756596e-10,17.0000000000000,2.50000000000004,5.60279643753213e-10,5.60279643753523e-10,5.60279644190415e-10,5.602796437931e-10,7.50000000000005,5.60279643859984e-10,5.60279643753537e-10,5.6027964375406e-10
"Solyc06g066550.2.1",63.5,49.5,142,101,57.0000000000973,95.5,47.9999999999997,109.000000000000,61,52,40.5,66.0000000000001
"Solyc10g051030.1.1",32.5000000000000,37,19,20,115.000000000000,26.5,36.5000000000002,31.5000000000000,14,40.5,82.000000000001,36
"Solyc07g008450.2.1",37.5,30.5000000000001,39.5000000000125,24.5,39.5,35,39.9999999999998,37.5,35,41.5,51.9999999999999,27
"Solyc07g007840.1.1",71.5,21.5,54.5000000000544,33.5,39.5,43,26.0000000000051,17.5,11,19.5000000000009,26,21.0000000000013
"Solyc04g045330.1.1",2,0.999999999999999,1.5,1.12535174651029e-08,0.500000000000000,2,0.499999999999999,1.00000000000000,2.5,0.999999999999993,1.00000000000000,2
"Solyc01g049810.2.1",5.5,6.49999999999999,7.99999999999999,8,6.49999999999999,20,5.99999999999996,4.50000000000095,3.49999999999999,28.5,2.99999999999999,23
"Solyc01g109940.2.1",551.500000000002,465.500000000001,635.500000000002,430.000000000001,518.000000000002,511.500000000002,762.000000000004,561.000000000002,893.500000000004,624.500000000002,705.500000000003,563.500000000002
"Solyc01g102870.1.1",4.00000000000000,2.5,1.50000000000000,1.12535173169173e-08,4.5,2.50000000000000,2.5,1.5,1.00000000000000,1.00000000000000,1.5,2
"Solyc08g006620.2.1",13.5,62.0000000000118,18.5000000000000,41,34.0000000000033,34.5,24.0000000006402,68.5,26.00000000019,69.0000000000119,27.0000000005035,54.5
"Solyc02g065430.1.1",2.5,3.00000000000000,0.5,3.5,2.5,3,2.00000000000001,3,1.12535174719216e-08,3,2.5,5
"Solyc03g006670.2.1",9,11,8,4,8.5,9.5,14,20.5,5,10,24,21
"Solyc02g091230.2.1",2,4.5,6.5,2,6,1.00000000016103,4.00000000000000,0.500000000004684,6,3.5,6.5,2.5
"Solyc02g071780.2.1",38,49.5,67.5000000002002,58.5,88.5000000000117,33.5000000000003,27.5000000000000,35.5,111.5,42.0000000000000,32.5,55.5
"Solyc06g069730.2.1",271,3041.99999999999,2.00000000198027,188.000000000000,131.500000000000,2626.49999999999,674.999999999993,4559.00000000016,2.50000000373344,2726.49999999999,531.999999999999,2940.99999999999
"Solyc01g067510.2.1",51.4999999999999,53.5,7.49999999999999,36.4999999999999,78,125,72.4999999999998,87.4999999999999,3.99999999999999,22,90.5,100.500000000000
"Solyc08g007490.2.1",26.500000000062,20.5000000000000,26.0000000463434,22.0000000000000,17.5,21,38.5,25,49.5,35,42.5,40.5
"Solyc06g084460.2.1",144,95,10.5000000000000,31,57,86.5,124.000000000000,103,56.5,80.0000000000001,96.5,115.5
"Solyc05g050730.1.1",0.500000000000002,1.52299797445544e-09,62.4999999999997,3.00000000000000,1.52299797447930e-09,1.52299797447058e-09,1.52299783285946e-09,1.52299797531426e-09,78.9999999999998,1.00000000000001,1.52299797450147e-09,1.5229979744744e-09
"Solyc01g102790.2.1",26.4999999999999,15.0000000000000,14.0000000000008,8.49999999999998,9.99999999999998,20.0000000000000,21.4999999999999,17.0000000000000,13.5000000000000,8.00000000367514,13,17.5000000000000
"Solyc06g007150.2.1",29.5000000000021,16.5000000000000,20,22.5000000000001,17.5000000000002,30,32,24.0000000000000,38,20.0000000000001,20.0000000000312,35
"Solyc12g014090.1.1",36.0000000000000,17.5,18,15.5000000000000,15.0000000000003,19.5000000000000,32.0000000000001,25.5,17.0000000000000,15.5000000045740,24.000000000002,19
"Solyc03g046350.2.1",64.5000000001005,22.5000000001218,45,54.5,44.5,37,9.99999999999998,9,15.5000000000000,9.00000000061634,6.50000000003993,20
"Solyc02g082970.1.1",35.0000000000098,19.5000000000000,22.4999999999999,21.0000000000000,15.0000000000000,14.5000000000000,26.9999999999999,19.0000000000056,21.5000000000000,18.5000000000000,29.4999999999999,20.5000000000000
"Solyc04g071620.2.1",290.000000000000,1230.50000000000,11.5000000000007,138.000000000000,229.000000000000,252.500000000001,519.500000000005,3143.00000000001,596.000000000001,820.000000000001,614.000000000002,968.000000000002
"Solyc07g065140.2.1",35.4999999999999,38.4999999999999,23.0000000000000,50.9999999999999,44.4999999999999,31.9999999999999,19.5000000000000,33.4999999999999,23.500000000063,25.5000000000000,30,25.0000000000000
"Solyc07g044880.2.1",37.5,17.0000000003642,20.5000000000005,27,19.5000000000000,27.50,30.5000000000374,5,7.50000000000471,14.5,17.5,10
"Solyc06g053220.2.1",13.5,51.5,26.5000000000015,1.50000000077962,12.5,7.5,8.5,47.5,16.5,10.0000000000087,3.00000000596611,14.5
"Solyc10g007590.2.1",51.0000000000001,48,70.0000000000001,116.5,56,75,41.5000000000001,63,75.5,72.0000000000063,74,93.5
"Solyc12g095970.1.1",0.500000000000002,2.50000000000001,4.13993771896773e-09,4.00000000000002,1,6.00000000000001,4.13993813720794e-09,7.99999999999999,4.13993771912573e-09,7.49999999999999,4.13993771848803e-09,12.0000000000000
"Solyc01g066830.2.1",30,15.5000000000011,16.5,24,17,19,25.9999999999999,33,25,29,17.5,49.4999999999999
"Solyc08g067230.2.1",37.5000000000001,4.13993812891806e-09,4.13993766123438e-09,4.13993797623938e-09,4.13993765731358e-09,4.13993779129418e-09,5.00000000000001,3.49999999999993,2.50000000000006,5.49999999999996,1.00000000000003,6.49999999999998
"Solyc12g049500.1.1",2,4.5,4.5,4,20.5,8.5,1.00000000016103,2,2,7.5,2.00000000000000,8
"Solyc05g010080.2.1",107,149.500000000000,297.000000000007,77.4999999999997,1015.5,202.500000000000,304.999999999999,54.9999999999999,105,239.499999999999,1532.50000000000,161.500000000000
"Solyc12g094390.1.1",1.00000000000000,6.5,5.50000000000001,4.1399375710955e-09,4.13993769214983e-09,4.13993771161648e-09,1,6,4.13993771874379e-09,1,1.50000000000000,4.00000000000002
"Solyc12g042300.1.1",2.5,2,13,2.5,7.5,1.5,0.5,1.52299797444063e-09,1.52299797447361e-09,1.52299797446379e-09,1.52299797446664e-09,0.5
"Solyc01g106330.2.1",31,13.5,9.5,6.5,44,18,28.5000000000000,9.50000000000507,19,12,30,12.5
"Solyc09g083000.2.1",85.9999999999997,77.9999999999999,88.4999999999996,50.9999999999998,84.4999999999998,54.9999999999999,72.9999999999996,50.4999999999999,75.9999999999998,45.9999999999999,64.9999999999998,37.4999999999999
"Solyc06g066640.2.1",106.500000000000,1620.00000000000,17.0000000000000,292.500000000001,105,968.500000000003,500.000000000003,3030.00000000001,47.0000000000003,1680.5,232.5,1869.50000000001
"Solyc08g077170.2.1",15.5,36.5,3.00000000596611,22.5000000000000,5.5,22.5000000000000,5.49999999999999,11,17.5000000000000,57,11,4.00000000000000
"Solyc06g060730.2.1",25.5000000000000,19.0000000000000,15.5000000000000,14.0000000000000,13.5000000000000,16.5000000000000,15.0000000000000,13.5000000000000,10.0000000000000,9,18.5000000000000,14.0000000000000
"Solyc05g052200.2.1",127.5,126,157.000000000000,123.5,190,91.5,191.500000000000,212.5,235,171,230.5,146
"Solyc07g053610.2.1",443,271.000000000000,383.500000000001,351.000000000001,275.000000000001,416,375.000000000001,384.5,254.5,365.500000000000,316.000000000000,278
"Solyc08g078540.2.1",96,37,47.5,64.5,63.5,85.5,62.5000000000001,45.5,32,49.0000000000009,64.9999999999999,65.9999999999999
"Solyc08g080910.2.1",14,20,31.5000000000999,18.5000000000021,18.5000000000020,20.5,16,42.5,82,25.5000000000184,28.5,18
"Solyc06g061230.2.1",17.0000000000001,36.5000000000001,659.000000000002,330.500000000001,22.0000000000001,29.5,6.0000000000002,72.5000000000002,315.500000000002,78.5000000000001,9.5,9.50000000000002
"Solyc00g059500.1.1",32,28.5,36,44.0000000000013,34.5,33.5,44.5000000000001,20.5,38,25.5,45.5000000000004,21.5
"Solyc12g042890.1.1",31.0000000000000,7.0000000000001,18,3.49999999999999,53,10.5,31.9999999999999,9.50000000000004,66.4999999999999,19.0000000000000,46,14.5
"Solyc05g054610.1.1",304.499999999999,27.0000000000003,67.9999999999999,46.5,31.5000000000000,180.000000000000,451.499999999998,90.0000000000027,276,230.5,171.999999999999,356.999999999999
"Solyc07g065270.1.1",225.500000000001,488.5,100.500000000006,62.5000000006444,208,187,222.000000000001,435,87,92.500000008649,252,141
"Solyc03g025490.2.1",5.6027964523772e-10,5.60279643753053e-10,6.00000000000004,1,5.60279643753967e-10,5.60279643755782e-10,5.60279644272241e-10,5.60279643738391e-10,6.50000000000004,5.60279643801282e-10,5.60279643755135e-10,5.60279643753384e-10
"Solyc04g011870.1.1",0.499999999999998,2.49999999999999,0.499999999999999,2.00000000000000,2.00000000000000,0.499999999999997,1.12535173508013e-08,10.5000000000000,1.12535174719252e-08,0.999999999999993,2.99999999999999,2.49999999999997
"Solyc06g066590.2.1",0.500000000004684,2.50000000000000,20.0000000000000,7.5,9,1.5,0.500000000004685,3,18.5000000000000,1.00000000016102,4.5,0.500000000004684
"Solyc03g120900.1.1",10.5000000000000,3.50000000860307,65.0000000000002,11.5000000000000,1.5,2.5,11.5000000000000,9.00000000000001,73.5000000000001,13.5,7.00,3.50000000000000
"Solyc01g107090.2.1",1.12535180666817e-08,10.5000000000000,4.49999999999997,3.00000000000000,16.5000000000001,1.12535172659799e-08,1.12535169562948e-08,2.49999999999999,3.49999999999996,1.00000000000000,3.00000000000002,0.999999999999996
"Solyc12g007190.1.1",18,6.50000000003993,11.5,7,8.00000000000006,15,18.0000000013438,2.50000000000000,8.00000000003401,8.00000000000001,11.5000000000018,6.00000000000359
"Solyc06g009760.1.1",2,1.50000000000000,3.5,3.49999999999999,1.52299797739543e-09,5,6.5,1.52299797450019e-09,2.5,6.49999999999999,3.49999999999999,3.00000000000001
"Solyc07g006630.2.1",138.500000000000,600.999999999999,89.9999999999998,155.500000000000,96.4999999999998,169.000000000000,70.9999999999995,469.5,34.9999999999999,83.9999999999998,46.5000000000000,104.5
"Solyc01g087680.2.1",34.0000000000001,304.000000000001,23.0000000241803,59.5000000000002,44.0000000000001,79.0000000000003,62.5000000000009,550.500000000002,31.5,118.000000000175,67.0000000000002,211.500000000001
"Solyc01g109880.2.1",87.9999999999999,38.5,27.5000000007848,31.0000000000000,151.000000000857,23.5000000000008,22.0000000024078,47.5000000000026,46.4999999999999,28.5000000000000,25.5,33
"Solyc02g082840.2.1",123.5,127.000000000002,142.5,133.500000000000,179.000000000000,122.5,140.999999999999,188,210.000000000000,141.500000000000,195.5,158
"Solyc08g074670.2.1",12,10.5,4.50000001007522,13.5000000000092,5,8,16,30.5,9.5,12,23.5,19.5
"Solyc11g011300.1.1",3.5,6.00000002593126,3,3.5,14.5,6,1.00000000016103,1.00000000016103,1,1.00000000016102,3.5,3.5
"Solyc02g086700.2.1",1,0.5,11,2,3,2.5,0.499999999999999,1,12,1.12535174719001e-08,2,1
"Solyc01g107160.2.1",102.500000000001,22.0000000000000,90.5,67.0000000000037,64.0000000000012,78.5000000000001,125.500000000000,26.5,66.5,63,109.5,38
"Solyc00g048510.2.1",4.00000000000001,2,9,10.5,10.5000000000000,1.50000000000001,1.12535174613599e-08,0.999999999999979,0.499999999999997,1.12535174718515e-08,1.12535174720014e-08,1.99999999999998
"Solyc02g070080.2.1",0.499999999999999,1.5229979744698e-09,17.5,0.999999999999998,13.5000000000000,0.999999999999998,1.52299797432218e-09,1.52299797434290e-09,1.5,1.52299797445714e-09,1.52299797446335e-09,1.52299797449245e-09
"Solyc03g111740.2.1",36.5000000000001,43.5000000000002,61.0000000000001,39.0000000000000,52.0000000000001,37.5000000000000,50.0000000000003,42.5,40.5000000000000,46.0000000000001,42.5000000000144,24.0000000000000
"Solyc04g071520.2.1",3.00000000000001,1.12535174719100e-08,1.49999999999999,14.5000000000000,5.50000000000001,2.5,1.12535176144660e-08,1.12535174706540e-08,3.99999999999999,5.99999999999998,1.00000000000000,1.49999999999999
"Solyc03g119270.1.1",56.5,72.4999999999999,54,55.4999999999999,91.5,52.4999999999999,43.9999999999998,66,57,51,49.5,56.5
"Solyc03g113230.1.1",0.499999999999999,3.50000000000000,0.500000000000004,3.50000000000001,1.12535175316444e-08,1.00000000000001,1.12535176054512e-08,0.999999999999986,1.12535174718042e-08,0.999999999999993,0.999999999999993,0.999999999999993
"Solyc09g074090.2.1",54,23.5,28.5,22.5000000000000,34,31.5,62.9999999999998,19.5,49.5,35.0000000000099,59.5,37.5
"Solyc07g025530.1.1",11.5,32.0000000000384,14,44.0000000000001,11,41,18,47.5,9.00000000061634,27.5000000000008,4.99999999999999,78.4999999999999
"Solyc04g054800.2.1",95,2.00000000000000,1.50000000000000,13.5,2.50000000000000,12,31.0000000000001,3.05902320497477e-08,0.5,6.5,2.5,3.5
"Solyc01g103950.2.1",60.5000000000002,121.000000000000,67.5000000000002,94.0000000000002,73.0000000000002,122.500000000000,148.500000000001,261.000000000001,98.5000000000003,198.000000000001,124.000000000000,250.500000000001
"Solyc04g080180.1.1",93,62.0000000000001,80,70,88,45.5,62,59.5,73.5,48.5,88,62.5
"Solyc02g032510.2.1",89.5000000002692,93.0000000004994,99.0000000000002,87.0000000000208,66.0000000000001,76.0000000000001,75.5000000000002,57.5000000000001,72.5000000000001,61.0000000000768,57.0000000000001,34.5000000000001
"Solyc11g006320.1.1",111.000000000000,60.5000000000018,123,70.5,97,65,90.0000000000004,98,119,79,67.5000000000001,98
"Solyc11g072790.1.1",5.49999999999998,1.52299795416832e-09,1.52299797451830e-09,1.99999999999999,1.52299797452764e-09,1.52299792511648e-09,3.00000000000002,0.499999999999996,1.52299797459055e-09,3.5,1.52299797444919e-09,7.49999999999999
"Solyc11g007570.1.1",9,4.5,13,4.50000000000001,1.50000000077962,7.00,6.50000000000002,11.5,33.5000000000000,7.50000000000001,9,12.0000000000000
"Solyc03g120010.2.1",166.500000000003,238.500000000000,222.50,242.500000000000,346.999999999999,193.000000000000,193,239.500000000000,312,229.500000000000,401.5,174.000000000000
"Solyc03g082970.2.1",34.9999999999999,75.9999999999999,24.0000000000019,39.9999999999999,24.5000000045664,104.000000000000,105.500000000000,93.0000000000074,24.9999999999999,140.5,42.9999999999999,153.500000000000
"Solyc09g014590.2.1",0.500000000000003,1,1.52299797447336e-09,1.52299797448874e-09,1.5,1.52299797445782e-09,9.99999999999999,1.52299797447137e-09,1.52299797447120e-09,1.52299797449057e-09,16,1.52299797447628e-09
"Solyc03g117480.2.1",1039,168.500000000001,617.500000000001,316.000000000000,531.500000000001,569,1728,198.500000000001,1031,865.500000000001,1015.00000000000,634.000000000002
"Solyc11g011200.1.1",40,42.5000000000001,88,44.5000000000001,66.5000000000142,36,54.5000000000002,18.5000000000001,101.000000000000,48.0000000000041,87,31.0000000000133
"Solyc07g062220.2.1",1.50000000000000,12.5,1.50000000077962,10,7.5,2.50000000373349,1.00000000016103,3.99999999999999,1.00000000016103,3.5,2.5,2
"Solyc06g069490.2.1",36.5,39,64,29.5,40.5000000000947,18,29.0000000000001,39.5000000000126,53.5,28.5,33.5,23
"Solyc11g065600.1.1",16,8.99999999999999,15.5,10.5,6.5,10.5,1.49999999999999,7.0000000000001,18,3.00000000596612,2.50000000000000,2.50000000000000
"Solyc11g040130.1.1",16.5,25.5,20.5000000000065,18,27,19.5,9.5,18.5,39,15.0000000000103,29.000000000001,15.5
"Solyc05g041200.2.1",85.4999999999998,242.000000000000,86.4999999999998,335.5,23.0000000000014,206.500000000000,64.9999999999999,71.4999999999998,17,132.5,54.4999999999998,69.9999999999999
"Solyc03g007230.2.1",149.5,107.5,49,30,80.5,12.5,11.5,11.5000000000000,10.5000000000000,18.5000000000000,26.0000000000002,5.5
"Solyc06g075150.2.1",19,5.5,8.00000000000004,5.50000000000012,16.5000000000000,13.5,16.5000000000000,4.00000000000002,12.5000000000000,3.5,8.50000000000072,6.00000000258636
"Solyc05g055360.2.1",62,56.5,70,43.5,73.0000000000847,40.4999999999999,58.9999999999999,121,82,47.5,67,59
"Solyc03g093450.2.1",22,26.5000000000000,22.5,9,15.5,9,23.5000000000001,56.5,22.5,11,12,13
"Solyc01g079390.2.1",109.000000000000,143.500000000000,133.000000000001,106.5,232.500000000267,85.9999999999998,114.500000000000,249.999999999999,132.000000000000,133,231.000000000000,107.500000000000
"Solyc01g100430.2.1",52.0000000000001,17.5000000346089,26.5000000000103,50.0000000000003,30.0000000000000,45.0000000000001,31.5000000000001,29.5000000000001,36.5000000000001,28.0000000000113,22.5000000168364,58.0000000000001
"Solyc05g053220.2.1",80.5000000000001,36.5,57.5000000000006,96.0000000000002,41.0000000000001,79.5,56,38.5000000000000,70.5000000000001,45.0000000000001,39.5000000000001,66.5000000000001
"Solyc03g095820.2.1",7.99999999999999,2,2.50000000000000,2.50000000000000,12.5,2.00000000000000,15.0000000000000,12.5000000000000,3.00000000596611,7.49999999999998,28,7.99999999999999
"Solyc08g075010.2.1",18.5,15.5,12,15,9,22,24.5000000000000,26.5,27.5,26,16.5,29.5
"Solyc06g066790.2.1",167,138.500000000000,187.000000000000,128.5,128.500000000000,190.000000000000,168,142.500000000000,151,112.000000000000,105.000000000000,180.500000000000
"Solyc09g082560.2.1",36.0000000000000,68.9999999999999,82.9999999999999,159.500000000000,131.000000022603,34.0000000000000,10.9999999999999,14.5,92,77.5000000063586,76,21.0000000000000
"Solyc03g033470.2.1",23.5,9,14,15.0000000000000,21.5000000000002,17.0000000000299,27.5000000000000,17.5000000007206,9.5,46.5000000000001,17.5000000000000,62.0000000000001
"Solyc01g059830.2.1",41.4999999999999,68.4999999999999,60.0000000000984,66.4999999999999,60.0000000000194,34.0000000000000,21.9999999999999,78.0000000000003,66.5000000000062,26.0000000000000,35.0000000000000,35.5000000000001
"Solyc12g098400.1.1",10,4.5,9.5,5.5,17.0000000000000,14.0000000000000,4.13993771896742e-09,4.13993771872106e-09,0.500000000000001,4.13993771879371e-09,4.13993771879919e-09,4.13993771880234e-09
"Solyc11g008690.1.1",147.500000000000,10.0000000000087,40.4999999999999,43.9999999999999,20.4999999999999,86.4999999999999,79.9999999999998,21.0000000000000,29.0000000000000,40.9999999999999,45,119.000000000000
